bb_pos_thr,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,event_n,n,ret_5,mae_5,wr_5,rr_5,ret_10,mae_10,wr_10,rr_10,ret_20,mae_20,wr_20,rr_20
0.25,-1.0,0.65,0,0,0.5,458,458,-0.00089,-0.03835,0.4498,-0.023,0.00113,-0.05611,0.476,0.02,0.00376,-0.07536,0.4651,0.05
0.2,none,0.55,none,0,none,961,961,0.0041,-0.04462,0.488,0.092,0.00412,-0.06452,0.4766,0.064,0.00448,-0.09142,0.4672,0.049
0.25,-0.5,0.65,0,0,0.5,409,409,0.00141,-0.03784,0.4572,0.037,0.00112,-0.05669,0.467,0.02,0.00378,-0.07675,0.4597,0.049
0.1,none,none,none,0,none,985,985,0.00213,-0.04464,0.4711,0.048,0.00323,-0.06387,0.4751,0.051,0.00417,-0.08857,0.468,0.047
0.2,-0.5,none,none,0,0.7,657,657,0.00375,-0.03645,0.4855,0.103,0.0037,-0.05394,0.4718,0.069,0.00359,-0.07807,0.4749,0.046
0.2,none,0.55,none,1,0.5,507,507,0.00331,-0.04495,0.4694,0.074,0.0017,-0.06262,0.4694,0.027,0.00406,-0.09073,0.4655,0.045
0.15,none,0.45,none,1,0.7,717,717,-0.00118,-0.04883,0.4435,-0.024,-0.0006,-0.06941,0.4324,-0.009,0.00429,-0.0964,0.4728,0.044
0.15,-1.0,0.45,0,1,0.7,63,63,-0.00385,-0.03487,0.4603,-0.11,-0.00692,-0.05437,0.5079,-0.127,0.00315,-0.07408,0.5238,0.043
0.25,-1.5,none,0,0,0.5,602,602,0.00175,-0.03678,0.4568,0.048,0.00056,-0.05646,0.4485,0.01,0.0033,-0.07628,0.4618,0.043
0.1,-1.5,0.65,0,1,0.5,117,117,-0.00624,-0.03843,0.3932,-0.162,0.00074,-0.05302,0.4274,0.014,0.00297,-0.06975,0.4957,0.043
0.15,-1.0,0.45,0,0,0.7,98,98,0.0013,-0.03242,0.5,0.04,-0.00232,-0.0517,0.5204,-0.045,0.003,-0.07214,0.5,0.042
0.15,-1.0,0.65,none,0,none,693,693,0.00223,-0.03702,0.4906,0.06,0.00064,-0.0555,0.4733,0.011,0.00336,-0.08061,0.4704,0.042
0.1,-1.0,0.65,0,0,none,507,507,0.00281,-0.03615,0.4931,0.078,-0.00016,-0.05586,0.4753,-0.003,0.00334,-0.08011,0.4536,0.042
0.15,-1.0,none,none,0,none,789,789,0.00122,-0.03821,0.4867,0.032,0.00076,-0.05665,0.4499,0.013,0.00346,-0.08195,0.4715,0.042
0.1,none,none,none,1,0.5,475,475,0.00182,-0.04752,0.4842,0.038,0.00379,-0.06302,0.4568,0.06,0.00357,-0.08723,0.4695,0.041
0.15,-1.5,none,0,0,0.7,636,636,0.00222,-0.03678,0.4843,0.06,0.00085,-0.05497,0.4544,0.015,0.00316,-0.07702,0.4717,0.041
0.15,-1.5,0.55,0,0,0.5,245,245,0.00535,-0.03568,0.4898,0.15,0.00484,-0.05056,0.4898,0.096,0.00289,-0.07008,0.4694,0.041
0.15,none,0.55,none,1,none,885,885,0.00275,-0.0479,0.4757,0.057,0.00326,-0.06674,0.4497,0.049,0.00384,-0.09469,0.4678,0.041
0.15,-1.0,0.45,none,0,none,186,186,0.00337,-0.03163,0.5161,0.107,0.0032,-0.04723,0.5108,0.068,0.00288,-0.07028,0.4677,0.041
0.25,none,none,none,0,0.5,836,836,0.00167,-0.0425,0.4438,0.039,0.00153,-0.062,0.4498,0.025,0.00336,-0.08468,0.4833,0.04
0.25,-1.5,none,1,1,0.7,48,48,-0.00598,-0.04543,0.3333,-0.132,0.00854,-0.06054,0.4792,0.141,0.00297,-0.07666,0.4167,0.039
0.1,none,0.55,none,0,0.7,920,920,0.003,-0.04419,0.4783,0.068,0.00165,-0.06363,0.4783,0.026,0.00344,-0.08736,0.4707,0.039
0.1,none,none,0,0,0.5,561,561,-0.00204,-0.04122,0.4367,-0.049,-0.00351,-0.06089,0.426,-0.058,0.00312,-0.08047,0.4688,0.039
0.2,-1.5,none,none,0,0.7,781,781,0.0017,-0.03829,0.4661,0.044,0.00438,-0.05625,0.4725,0.078,0.00299,-0.07875,0.4609,0.038
0.1,-1.5,0.55,0,0,0.5,189,189,0.00539,-0.0343,0.5132,0.157,0.00123,-0.05051,0.5132,0.024,0.0027,-0.07007,0.4656,0.038
0.2,-0.5,0.45,none,1,0.7,79,79,0.00368,-0.03422,0.4684,0.107,0.00223,-0.04873,0.5443,0.046,0.00269,-0.07516,0.4557,0.036
0.1,-1.5,0.65,none,1,0.5,146,146,-0.00379,-0.03679,0.3973,-0.103,0.00323,-0.04987,0.4452,0.065,0.00249,-0.06976,0.4795,0.036
0.2,-1.5,0.45,none,1,0.7,181,181,0.00534,-0.03334,0.4696,0.16,0.01018,-0.04509,0.5138,0.226,0.00248,-0.0683,0.442,0.036
0.1,-0.5,0.65,none,0,none,502,502,0.00225,-0.03749,0.498,0.06,-4e-05,-0.05483,0.4721,-0.001,0.00289,-0.08033,0.4641,0.036
0.15,-0.5,0.65,none,0,none,617,617,0.00254,-0.03728,0.4911,0.068,-0.00095,-0.05642,0.4749,-0.017,0.00285,-0.08211,0.4684,0.035
0.15,none,0.55,none,1,0.7,811,811,-0.00092,-0.04983,0.4439,-0.019,0.00046,-0.06909,0.4316,0.007,0.00332,-0.09454,0.4673,0.035
0.15,-1.5,0.65,none,0,0.7,636,636,0.00312,-0.03571,0.4858,0.087,-0.00029,-0.05487,0.4796,-0.005,0.00278,-0.07861,0.4638,0.035
0.25,-1.5,0.65,none,0,0.5,575,575,-0.00032,-0.0381,0.4696,-0.008,0.0015,-0.05625,0.4817,0.027,0.00267,-0.07622,0.447,0.035
0.1,none,0.65,none,0,0.7,939,939,0.00342,-0.04336,0.4782,0.079,0.00213,-0.06301,0.4814,0.034,0.00302,-0.08683,0.4675,0.035
0.1,-1.0,0.65,none,1,0.5,111,111,-0.00284,-0.03741,0.4144,-0.076,0.00353,-0.05079,0.4505,0.069,0.00254,-0.07291,0.4955,0.035
0.1,-0.5,0.65,none,0,0.7,368,368,0.00215,-0.03663,0.5082,0.059,-0.00068,-0.05479,0.4837,-0.012,0.00278,-0.07904,0.4701,0.035
0.2,none,0.55,none,1,0.7,812,812,-0.00025,-0.04874,0.4483,-0.005,0.00334,-0.06742,0.4532,0.049,0.00324,-0.09411,0.4495,0.034
0.25,-1.0,0.45,none,1,none,186,186,0.01048,-0.03171,0.5161,0.331,0.00862,-0.04543,0.5,0.19,0.00246,-0.07158,0.4409,0.034
0.15,-0.5,none,none,0,none,734,734,0.00253,-0.03783,0.4946,0.067,0.00027,-0.05718,0.4482,0.005,0.00271,-0.08293,0.4632,0.033
0.25,none,0.45,none,1,0.7,707,707,0.00197,-0.04539,0.4526,0.043,0.00228,-0.06426,0.4455,0.036,0.00307,-0.09324,0.4498,0.033
0.25,-1.5,0.55,none,0,0.5,413,413,0.00401,-0.03632,0.4867,0.111,0.00434,-0.05146,0.4964,0.084,0.00241,-0.0722,0.4455,0.033
0.2,-0.5,0.45,0,0,0.7,85,85,0.00821,-0.03254,0.4588,0.252,0.00374,-0.05142,0.5059,0.073,0.00244,-0.07345,0.4706,0.033
0.15,none,none,none,1,none,949,949,0.00105,-0.04787,0.4689,0.022,0.00202,-0.06707,0.4636,0.03,0.00302,-0.09455,0.4563,0.032
0.2,-1.0,0.45,0,0,0.7,119,119,0.00833,-0.0319,0.4958,0.261,0.00684,-0.04838,0.5462,0.141,0.00232,-0.07268,0.479,0.032
0.1,none,0.65,none,1,0.5,470,470,0.00221,-0.04767,0.4851,0.046,0.00367,-0.06314,0.4532,0.058,0.00282,-0.0877,0.4638,0.032
0.1,-0.5,0.55,none,0,0.5,125,125,0.01145,-0.03117,0.608,0.367,0.00878,-0.04294,0.568,0.204,0.00219,-0.0693,0.408,0.032
0.25,-0.5,0.45,none,1,0.5,50,50,0.01001,-0.0313,0.5,0.32,0.00545,-0.04476,0.46,0.122,0.00201,-0.06542,0.36,0.031
0.2,none,0.55,none,1,none,885,885,0.00281,-0.04772,0.4915,0.059,0.0042,-0.06608,0.461,0.064,0.00297,-0.09511,0.4576,0.031
0.2,-1.0,0.65,0,0,0.5,397,397,-0.0012,-0.03809,0.4458,-0.032,9e-05,-0.05603,0.4559,0.002,0.00237,-0.07637,0.4509,0.031
0.1,-1.0,0.65,none,0,none,591,591,0.00235,-0.03639,0.5025,0.065,0.00099,-0.05456,0.4788,0.018,0.00246,-0.07892,0.4585,0.031
0.1,-1.0,0.65,0,0,0.7,380,380,0.00122,-0.03613,0.5026,0.034,-0.0011,-0.05625,0.4737,-0.02,0.00243,-0.07911,0.4605,0.031
0.15,none,none,1,1,none,36,36,0.003,-0.04074,0.4722,0.074,0.00509,-0.05193,0.4167,0.098,0.00254,-0.08135,0.5556,0.031
0.25,none,0.45,none,0,0.7,828,828,0.0009,-0.04507,0.4444,0.02,0.00184,-0.06416,0.465,0.029,0.00285,-0.09075,0.4565,0.031
0.2,none,none,none,1,0.7,851,851,-0.0007,-0.04875,0.4465,-0.014,0.00176,-0.06813,0.4524,0.026,0.00266,-0.09456,0.4559,0.028
0.15,none,none,none,1,0.7,838,838,-0.00164,-0.04965,0.4439,-0.033,-0.0013,-0.06957,0.4344,-0.019,0.00262,-0.09509,0.4654,0.028
0.1,-1.5,0.65,0,0,none,580,580,0.00227,-0.0368,0.4776,0.062,-0.00138,-0.05638,0.469,-0.025,0.00226,-0.08029,0.45,0.028
0.1,none,0.55,none,1,0.5,461,461,0.00194,-0.04772,0.4816,0.041,0.00239,-0.06324,0.4534,0.038,0.00245,-0.0885,0.4577,0.028
0.15,-1.5,0.45,none,0,0.5,148,148,0.00596,-0.03087,0.473,0.193,-0.00037,-0.04626,0.473,-0.008,0.00182,-0.06616,0.4324,0.028
0.25,-1.5,0.45,none,1,0.5,99,99,0.00516,-0.03373,0.4949,0.153,0.00633,-0.04552,0.4747,0.139,0.00183,-0.06639,0.4242,0.028
0.2,-0.5,0.65,0,0,0.5,336,336,-0.00084,-0.03846,0.4435,-0.022,-0.0019,-0.05733,0.4405,-0.033,0.00212,-0.07788,0.4494,0.027
0.2,-1.0,none,0,0,0.7,662,662,-0.00018,-0.03887,0.4592,-0.005,0.00205,-0.05698,0.4532,0.036,0.00217,-0.07991,0.4637,0.027
0.25,-0.5,none,none,0,0.7,743,743,0.00503,-0.03656,0.4913,0.138,0.00192,-0.05595,0.4603,0.034,0.00219,-0.08079,0.4697,0.027
0.15,none,0.65,none,1,none,920,920,0.00219,-0.04733,0.475,0.046,0.00296,-0.06599,0.462,0.045,0.00256,-0.094,0.4457,0.027
0.25,none,0.45,none,1,none,777,777,0.0044,-0.04602,0.4775,0.096,0.00351,-0.06359,0.4517,0.055,0.00241,-0.09291,0.4453,0.026
0.15,-0.5,0.45,none,1,0.7,60,60,-0.00124,-0.03282,0.5,-0.038,-0.00425,-0.04935,0.5,-0.086,0.00188,-0.07186,0.4833,0.026
0.25,-0.5,0.45,none,1,none,138,138,0.01475,-0.03162,0.5507,0.466,0.0092,-0.04506,0.4928,0.204,0.00186,-0.07077,0.4275,0.026
0.15,-1.0,0.45,0,0,0.5,65,65,0.00207,-0.03306,0.4923,0.063,-0.00327,-0.04998,0.4923,-0.065,0.00172,-0.0687,0.4615,0.025
0.15,-1.0,none,0,1,0.5,145,145,-0.00097,-0.03692,0.4345,-0.026,0.00082,-0.05324,0.4345,0.015,0.00182,-0.07361,0.469,0.025
0.25,none,0.65,none,0,0.5,818,818,0.00032,-0.04366,0.4413,0.007,0.00071,-0.0627,0.4584,0.011,0.00205,-0.0856,0.4792,0.024
0.15,none,0.55,none,0,none,958,958,0.00237,-0.04512,0.4864,0.053,0.00172,-0.0649,0.4593,0.027,0.00215,-0.09035,0.4708,0.024
0.15,-0.5,0.65,0,0,none,548,548,0.00125,-0.03652,0.4599,0.034,-0.0036,-0.05703,0.4489,-0.063,0.00197,-0.08287,0.4544,0.024
0.15,-1.5,0.45,0,0,0.5,94,94,0.00415,-0.0339,0.4787,0.122,-0.00439,-0.05081,0.4255,-0.086,0.00157,-0.06816,0.4362,0.023
0.2,none,none,none,1,0.5,521,521,0.00324,-0.04417,0.4702,0.073,0.00212,-0.06294,0.4702,0.034,0.00206,-0.08974,0.4626,0.023
0.15,none,0.55,none,0,0.5,768,768,0.00249,-0.04331,0.4844,0.058,0.00038,-0.06323,0.4635,0.006,0.00197,-0.08707,0.4727,0.023
0.25,none,0.55,none,0,0.7,929,929,-0.0027,-0.04789,0.423,-0.056,-0.0017,-0.0672,0.4403,-0.025,0.00207,-0.09306,0.4521,0.022
0.25,-0.5,0.55,0,0,0.5,207,207,0.00421,-0.03722,0.4879,0.113,0.00514,-0.05262,0.4638,0.098,0.00163,-0.07363,0.4348,0.022
0.1,-1.5,0.65,none,0,0.7,526,526,0.00111,-0.03669,0.4791,0.03,-0.00093,-0.05456,0.481,-0.017,0.0017,-0.0778,0.4506,0.022
0.1,-1.5,0.45,none,0,0.5,114,114,0.00814,-0.02947,0.4649,0.276,0.00209,-0.04642,0.4825,0.045,0.00145,-0.06501,0.4123,0.022
0.1,-1.0,none,0,1,0.5,107,107,-0.00713,-0.03908,0.4112,-0.182,0.0001,-0.05441,0.4393,0.002,0.00142,-0.07248,0.4953,0.02
0.1,-0.5,0.65,0,0,0.7,311,311,0.00076,-0.03737,0.4887,0.02,-0.00185,-0.0574,0.4534,-0.032,0.00168,-0.08253,0.4437,0.02
0.25,none,none,none,0,none,1133,1133,0.00052,-0.04564,0.4492,0.011,8e-05,-0.06577,0.4492,0.001,0.00182,-0.09169,0.4545,0.02
0.15,-1.0,0.65,0,0,none,620,620,0.00088,-0.03663,0.4645,0.024,-0.00283,-0.05597,0.4548,-0.05,0.00158,-0.08112,0.4581,0.02
0.25,none,0.55,none,1,0.7,814,814,-0.00258,-0.04932,0.4324,-0.052,0.0005,-0.06758,0.4275,0.007,0.0019,-0.09532,0.4447,0.02
0.15,none,0.55,none,0,0.7,929,929,-0.00052,-0.04624,0.4596,-0.011,-0.0012,-0.06647,0.4521,-0.018,0.0018,-0.09044,0.4715,0.02
0.2,-1.0,0.65,none,0,none,770,770,-0.00128,-0.0398,0.4545,-0.032,0.00155,-0.05922,0.4649,0.026,0.00148,-0.08454,0.4468,0.018
0.2,none,none,none,0,0.7,981,981,0.00097,-0.04352,0.4526,0.022,6e-05,-0.06432,0.4618,0.001,0.00166,-0.09012,0.4608,0.018
0.1,-0.5,0.65,0,0,0.5,206,206,-0.00145,-0.03814,0.4854,-0.038,-0.00449,-0.0571,0.432,-0.079,0.00143,-0.07731,0.4515,0.018
0.15,none,0.65,none,0,none,989,989,0.00244,-0.04416,0.4793,0.055,0.00117,-0.06346,0.4692,0.018,0.00151,-0.08942,0.4499,0.017
0.15,none,0.65,none,1,0.7,838,838,-0.00136,-0.04948,0.4415,-0.027,-0.00139,-0.06919,0.4344,-0.02,0.00165,-0.09503,0.4606,0.017
0.15,-1.5,0.55,none,1,0.5,134,134,0.00333,-0.03455,0.4701,0.096,0.00524,-0.04857,0.4776,0.108,0.00114,-0.0685,0.4403,0.017
0.15,-1.5,none,1,1,none,35,35,0.0032,-0.04104,0.4857,0.078,0.00507,-0.05255,0.4,0.096,0.00129,-0.08281,0.5429,0.016
0.2,none,0.65,none,1,0.5,517,517,0.00315,-0.04435,0.4662,0.071,0.0016,-0.06285,0.4681,0.025,0.00147,-0.09045,0.4584,0.016
0.2,-1.5,0.65,0,0,0.5,446,446,-0.0007,-0.03851,0.4395,-0.018,-0.00084,-0.05679,0.4507,-0.015,0.00127,-0.07777,0.4395,0.016
0.15,-1.0,0.65,0,1,0.5,124,124,-0.00251,-0.03859,0.4032,-0.065,-0.00042,-0.05373,0.4516,-0.008,0.00121,-0.07349,0.4677,0.016
0.2,-0.5,0.45,none,0,0.7,123,123,0.01011,-0.03162,0.5041,0.32,0.00351,-0.04821,0.5285,0.073,0.0012,-0.07383,0.439,0.016
0.2,none,0.65,none,0,none,1019,1019,0.00237,-0.04374,0.4642,0.054,0.00198,-0.06364,0.4681,0.031,0.00136,-0.09044,0.4446,0.015
0.15,none,none,none,0,0.5,814,814,0.00325,-0.04179,0.4791,0.078,0.00022,-0.06158,0.4558,0.004,0.00133,-0.08571,0.4656,0.015
0.15,-0.5,0.55,none,0,0.5,168,168,0.00544,-0.03585,0.5298,0.152,0.00416,-0.04875,0.494,0.085,0.00112,-0.07432,0.4167,0.015
0.25,none,0.65,none,0,none,1033,1033,-0.0005,-0.04572,0.4492,-0.011,-0.00031,-0.06573,0.4511,-0.005,0.00129,-0.09181,0.4492,0.014
0.25,-1.0,none,none,0,0.7,792,792,0.00226,-0.03797,0.4722,0.059,0.00125,-0.05742,0.4495,0.022,0.00117,-0.08178,0.4596,0.014
0.25,none,none,0,0,0.5,738,738,0.00269,-0.04069,0.4472,0.066,0.00223,-0.06024,0.4444,0.037,0.00113,-0.08315,0.4661,0.014
0.15,none,none,none,0,0.7,958,958,-5e-05,-0.04479,0.453,-0.001,-0.00115,-0.06523,0.4509,-0.018,0.00106,-0.08982,0.4666,0.012
0.2,-0.5,none,0,0,0.7,612,612,0.00171,-0.03747,0.4641,0.046,0.00062,-0.05573,0.4493,0.011,0.00098,-0.08009,0.4624,0.012
0.2,none,0.65,none,1,none,929,929,0.00135,-0.04704,0.4661,0.029,0.00226,-0.06634,0.4499,0.034,0.00112,-0.09503,0.4327,0.012
0.1,-1.5,0.65,0,0,0.7,448,448,0.00048,-0.03717,0.4844,0.013,-0.00325,-0.05698,0.4665,-0.057,0.00099,-0.07966,0.4531,0.012
0.2,none,none,none,1,none,982,982,-0.00144,-0.04851,0.4501,-0.03,-5e-05,-0.06826,0.447,-0.001,0.00111,-0.09479,0.443,0.012
0.2,-0.5,0.65,none,0,none,701,701,-0.00026,-0.03941,0.4579,-0.007,-0.00041,-0.05839,0.4679,-0.007,0.00104,-0.08452,0.4565,0.012
0.15,none,none,none,0,none,1020,1020,0.00138,-0.04471,0.4657,0.031,0.00131,-0.06408,0.4637,0.02,0.00103,-0.09,0.4578,0.011
0.1,-1.5,0.65,none,0,none,673,673,0.00194,-0.0374,0.4829,0.052,-0.00043,-0.05544,0.474,-0.008,0.0009,-0.08031,0.4458,0.011
0.25,-1.0,0.45,0,0,0.7,154,154,0.01089,-0.02987,0.526,0.364,0.00874,-0.04525,0.526,0.193,0.00071,-0.0664,0.4416,0.011
0.2,none,0.65,none,1,0.7,850,850,-0.00066,-0.04837,0.4424,-0.014,0.00138,-0.0674,0.4506,0.02,0.00108,-0.09455,0.4471,0.011
0.15,-1.5,0.45,none,1,0.5,67,67,0.00253,-0.03153,0.4776,0.08,-0.00379,-0.04708,0.403,-0.08,0.00068,-0.06521,0.4179,0.01
0.15,-1.0,0.65,none,0,0.7,549,549,0.00181,-0.03586,0.4863,0.05,-0.00131,-0.0545,0.4809,-0.024,0.0008,-0.07847,0.4663,0.01
0.15,-1.5,0.45,none,0,none,259,259,0.00308,-0.03397,0.4826,0.091,0.00011,-0.04909,0.4633,0.002,0.00074,-0.07167,0.4672,0.01
0.25,none,none,none,1,0.7,864,864,-0.00087,-0.04925,0.4398,-0.018,0.00096,-0.06837,0.4398,0.014,0.00091,-0.09558,0.4572,0.01
0.15,none,0.45,none,1,0.5,452,452,0.00236,-0.04703,0.4779,0.05,-0.0004,-0.06728,0.4226,-0.006,0.00069,-0.09462,0.4602,0.007
0.15,-0.5,0.45,0,0,0.7,68,68,0.00273,-0.03254,0.4559,0.084,-0.00572,-0.05367,0.4853,-0.107,0.00043,-0.0764,0.4706,0.006
0.15,none,0.65,none,0,0.5,803,803,0.0033,-0.04231,0.4857,0.078,0.00096,-0.0618,0.467,0.016,0.0005,-0.08621,0.4633,0.006
0.15,-1.5,0.45,none,0,0.7,217,217,0.0014,-0.03418,0.4608,0.041,-0.00232,-0.05026,0.4654,-0.046,0.00043,-0.07085,0.4608,0.006
0.15,-1.0,none,1,1,none,34,34,0.00336,-0.04189,0.5,0.08,0.00538,-0.05361,0.4118,0.1,0.00042,-0.08476,0.5294,0.005
0.25,-1.5,none,none,0,0.7,838,838,0.00131,-0.03905,0.4642,0.034,0.00152,-0.05929,0.4535,0.026,0.00039,-0.08293,0.4511,0.005
0.2,-1.0,none,none,0,none,862,862,-0.00195,-0.04179,0.4478,-0.047,0.00086,-0.0613,0.4443,0.014,0.00046,-0.08582,0.4571,0.005
0.1,-1.0,0.55,none,1,0.5,76,76,0.00613,-0.03335,0.5132,0.184,0.00909,-0.04573,0.5132,0.199,0.00039,-0.0715,0.4605,0.005
0.15,-0.5,none,1,1,none,34,34,0.00336,-0.04189,0.5,0.08,0.00538,-0.05361,0.4118,0.1,0.00042,-0.08476,0.5294,0.005
0.2,none,none,none,0,0.5,825,825,0.00155,-0.04167,0.4545,0.037,-0.00135,-0.06187,0.457,-0.022,0.00043,-0.08641,0.4679,0.005
0.2,-1.5,none,0,0,0.7,720,720,-0.00028,-0.03933,0.4542,-0.007,0.00169,-0.05803,0.4486,0.029,0.0004,-0.08105,0.4528,0.005
0.15,-0.5,none,0,0,none,695,695,0.00148,-0.03737,0.4719,0.04,-0.00276,-0.05773,0.4302,-0.048,0.00036,-0.08446,0.4475,0.004
0.25,-1.5,0.45,none,0,0.7,311,311,0.00767,-0.03376,0.5016,0.227,0.00862,-0.04712,0.5048,0.183,0.00028,-0.06977,0.4405,0.004
0.15,none,none,0,0,0.5,637,637,0.00096,-0.03977,0.4505,0.024,-0.00023,-0.05934,0.4317,-0.004,0.00036,-0.08218,0.4505,0.004
0.25,-0.5,0.55,none,0,none,481,481,0.00593,-0.03688,0.5114,0.161,0.0027,-0.05331,0.4553,0.051,0.00026,-0.0802,0.4407,0.003
0.25,none,0.55,none,1,none,879,879,0.00041,-0.04939,0.4687,0.008,0.00087,-0.06703,0.4357,0.013,0.00024,-0.09587,0.446,0.003
0.15,-1.0,none,0,0,none,747,747,0.00034,-0.03774,0.4672,0.009,-0.00246,-0.05703,0.4337,-0.043,0.00024,-0.08317,0.4552,0.003
0.1,-1.0,0.45,none,0,none,147,147,0.01052,-0.02914,0.5578,0.361,0.00663,-0.04526,0.517,0.146,0.00011,-0.0697,0.4422,0.002
0.1,-1.5,0.55,none,1,0.5,107,107,0.00309,-0.03288,0.4673,0.094,0.00532,-0.04599,0.4766,0.116,0.00015,-0.06823,0.4486,0.002
0.2,-1.0,0.65,none,0,0.7,635,635,-0.00039,-0.03816,0.4614,-0.01,0.00202,-0.05663,0.4835,0.036,0.00014,-0.08067,0.4535,0.002
0.25,none,0.55,none,1,0.5,496,496,0.00198,-0.04564,0.4435,0.043,0.00123,-0.06235,0.4456,0.02,0.00021,-0.09123,0.4577,0.002
0.25,-0.5,0.65,1,1,none,27,27,0.01056,-0.03864,0.4444,0.273,0.00631,-0.05096,0.4074,0.124,0.00013,-0.07863,0.4074,0.002
0.2,-1.0,0.65,none,1,0.5,181,181,0.00301,-0.03549,0.4475,0.085,0.00233,-0.0512,0.4696,0.046,9e-05,-0.07327,0.4309,0.001
0.25,-0.5,none,1,1,none,96,96,-0.00429,-0.04515,0.4167,-0.095,0.00527,-0.06273,0.4479,0.084,8e-05,-0.08655,0.4583,0.001
0.2,-1.0,0.55,none,1,0.5,124,124,0.00079,-0.03712,0.4516,0.021,-0.00247,-0.0504,0.4274,-0.049,3e-05,-0.0726,0.4355,0.0
0.25,-1.0,none,1,1,none,97,97,-0.00389,-0.04476,0.4227,-0.087,0.00514,-0.06242,0.4433,0.082,0.0,-0.086,0.4536,0.0
0.2,-0.5,0.45,none,0,0.5,79,79,0.00873,-0.03222,0.4937,0.271,-0.00071,-0.04948,0.4557,-0.014,-2e-05,-0.07208,0.3924,-0.0
0.25,-0.5,none,0,0,0.7,700,700,0.00276,-0.03787,0.4757,0.073,-0.00062,-0.05781,0.45,-0.011,1e-05,-0.08172,0.4629,0.0
0.15,-1.5,0.65,0,0,none,689,689,0.00149,-0.03641,0.4615,0.041,-0.00301,-0.05649,0.4543,-0.053,-1e-05,-0.08172,0.447,-0.0
0.25,none,none,none,1,0.5,516,516,0.00273,-0.04468,0.4496,0.061,0.00352,-0.06255,0.4574,0.056,-5e-05,-0.08881,0.4554,-0.001
0.2,none,none,none,0,none,1086,1086,-5e-05,-0.04473,0.4466,-0.001,0.00048,-0.06488,0.453,0.007,-0.00011,-0.0902,0.4503,-0.001
0.25,-1.0,0.65,1,1,none,28,28,0.0114,-0.03751,0.4643,0.304,0.00583,-0.05031,0.3929,0.116,-0.00013,-0.07699,0.3929,-0.002
0.25,-0.5,none,none,0,none,877,877,0.00094,-0.04081,0.4709,0.023,0.00039,-0.06102,0.4493,0.006,-0.00013,-0.08586,0.4572,-0.002
0.15,-1.5,none,none,1,0.5,196,196,0.00157,-0.03557,0.4337,0.044,0.00404,-0.05139,0.4541,0.079,-0.00015,-0.0738,0.4235,-0.002
0.1,-1.0,0.55,none,0,0.7,284,284,0.00568,-0.03313,0.5352,0.172,0.00444,-0.04914,0.5317,0.09,-0.00023,-0.07269,0.4577,-0.003
0.15,-0.5,0.65,none,0,0.7,471,471,0.00277,-0.03563,0.4904,0.078,-0.00158,-0.05458,0.4862,-0.029,-0.00023,-0.07961,0.4586,-0.003
0.2,none,0.65,none,0,0.5,813,813,0.00176,-0.04225,0.46,0.042,-0.00152,-0.06216,0.4637,-0.024,-0.00028,-0.08758,0.4649,-0.003
0.25,-1.0,0.45,0,0,none,195,195,0.00962,-0.03116,0.5179,0.309,0.0091,-0.04681,0.5128,0.194,-0.0002,-0.06923,0.4462,-0.003
0.15,-1.5,0.65,none,1,0.5,182,182,0.00068,-0.03629,0.4176,0.019,0.00347,-0.05104,0.467,0.068,-0.00019,-0.07331,0.4231,-0.003
0.2,-0.5,0.45,0,1,none,80,80,0.00054,-0.035,0.4125,0.015,0.00276,-0.05063,0.4625,0.054,-0.00023,-0.07422,0.5,-0.003
0.15,-1.5,none,0,1,0.5,170,170,-0.00148,-0.03716,0.4235,-0.04,0.00185,-0.05383,0.4294,0.034,-0.00026,-0.07407,0.4471,-0.004
0.15,-1.0,0.45,0,0,none,128,128,3e-05,-0.03343,0.4844,0.001,-0.00068,-0.05083,0.5156,-0.013,-0.00028,-0.0724,0.5,-0.004
0.2,none,0.65,none,0,0.7,972,972,0.00106,-0.04401,0.4516,0.024,-9e-05,-0.06479,0.466,-0.001,-0.00035,-0.09153,0.4527,-0.004
0.15,-1.5,0.65,0,1,0.5,151,151,-0.0023,-0.03842,0.404,-0.06,0.00158,-0.05397,0.4503,0.029,-0.00029,-0.07359,0.4437,-0.004
0.1,-1.5,0.45,none,0,none,200,200,0.00626,-0.03241,0.52,0.193,0.00435,-0.04732,0.5,0.092,-0.00027,-0.06961,0.46,-0.004
0.15,none,0.65,none,0,0.7,953,953,-7e-05,-0.04486,0.4575,-0.002,-0.00205,-0.06549,0.4565,-0.031,-0.00044,-0.09059,0.4596,-0.005
0.2,-1.5,none,none,0,none,905,905,-0.00162,-0.04211,0.4387,-0.038,0.00094,-0.06176,0.4475,0.015,-0.00046,-0.08578,0.4431,-0.005
0.2,-1.5,0.65,1,0,none,23,23,0.00659,-0.03197,0.3913,0.206,0.00323,-0.04461,0.3478,0.072,-0.00036,-0.07676,0.4783,-0.005
0.25,-1.0,0.45,0,0,0.5,102,102,0.00537,-0.03329,0.4902,0.161,0.00389,-0.04746,0.4902,0.082,-0.00029,-0.06353,0.4314,-0.005
0.2,-1.0,0.65,1,0,none,21,21,0.01144,-0.03025,0.4286,0.378,0.00914,-0.04134,0.381,0.221,-0.00041,-0.07601,0.4762,-0.005
