bb_pos_thr,vwap_dev_lo,dsa_pos_hi,rope_dir_min,weekly_dir_required,weekly_pos_hi,event_n,n,ret_5,mae_5,wr_5,rr_5,ret_10,mae_10,wr_10,rr_10,ret_20,mae_20,wr_20,rr_20
0.2,none,0.45,0,1,0.7,396,396,-0.00677,-0.04814,0.3939,-0.141,-0.00925,-0.06879,0.4192,-0.134,-0.02089,-0.10075,0.3838,-0.207
0.1,-1.5,0.55,0,1,0.7,172,172,-0.00036,-0.03598,0.4942,-0.01,-0.00642,-0.05339,0.436,-0.12,-0.01634,-0.07862,0.4186,-0.208
0.25,none,0.65,1,0,none,48,48,0.00243,-0.03588,0.375,0.068,-0.00728,-0.05253,0.3542,-0.139,-0.0173,-0.08276,0.3542,-0.209
0.2,-1.0,0.55,0,1,0.5,94,94,-0.00655,-0.04196,0.4255,-0.156,-0.00877,-0.05497,0.4043,-0.16,-0.01672,-0.07972,0.383,-0.21
0.25,-1.5,0.65,1,0,none,44,44,-0.00084,-0.03656,0.3409,-0.023,-0.00885,-0.0539,0.3409,-0.164,-0.01782,-0.08416,0.3409,-0.212
0.25,-0.5,0.55,0,1,0.5,88,88,-0.0048,-0.04,0.4545,-0.12,-0.01122,-0.05598,0.3864,-0.2,-0.01673,-0.07857,0.375,-0.213
0.1,-0.5,0.45,none,0,0.5,46,46,0.00845,-0.02995,0.5217,0.282,-0.01165,-0.0517,0.5,-0.225,-0.01614,-0.07526,0.3261,-0.214
0.15,-0.5,0.55,0,1,0.7,134,134,-0.00637,-0.03991,0.4552,-0.16,-0.01166,-0.05803,0.4104,-0.201,-0.01939,-0.0882,0.4179,-0.22
0.1,-0.5,0.55,0,1,none,139,139,0.00197,-0.03592,0.482,0.055,-0.00791,-0.05424,0.4101,-0.146,-0.01874,-0.08391,0.3957,-0.223
0.1,-0.5,0.45,0,1,0.7,26,26,0.00312,-0.02813,0.5,0.111,-0.00813,-0.04703,0.5,-0.173,-0.01765,-0.07879,0.3462,-0.224
0.2,-1.0,0.55,0,1,0.7,217,217,-0.00686,-0.04265,0.4562,-0.161,-0.00531,-0.05895,0.4101,-0.09,-0.01996,-0.08905,0.3871,-0.224
0.25,-1.5,0.65,0,1,0.7,477,477,-0.00399,-0.04387,0.4235,-0.091,-0.00655,-0.06521,0.4298,-0.101,-0.02177,-0.09712,0.3732,-0.224
0.2,-1.5,0.55,0,1,0.5,119,119,-0.00578,-0.04099,0.4286,-0.141,-0.00782,-0.05505,0.4118,-0.142,-0.01791,-0.07998,0.3782,-0.224
0.25,-0.5,0.55,0,1,0.7,206,206,-0.00323,-0.03918,0.4757,-0.082,-0.01097,-0.05897,0.4029,-0.186,-0.02017,-0.0898,0.3592,-0.225
0.25,-0.5,0.65,0,1,0.7,370,370,-0.00066,-0.04153,0.4432,-0.016,-0.0072,-0.06216,0.4486,-0.116,-0.02155,-0.09536,0.3838,-0.226
0.25,-1.5,0.45,0,1,0.5,67,67,-8e-05,-0.03571,0.4478,-0.002,-0.00544,-0.0512,0.403,-0.106,-0.01588,-0.06959,0.3881,-0.228
0.2,-1.5,0.55,0,1,0.7,276,276,-0.00662,-0.04221,0.4348,-0.157,-0.00474,-0.05872,0.3986,-0.081,-0.02046,-0.08901,0.3696,-0.23
0.1,-1.0,0.45,0,0,0.5,46,46,0.00586,-0.02852,0.5435,0.205,-0.00701,-0.04643,0.5,-0.151,-0.01577,-0.06836,0.3261,-0.231
0.1,none,0.45,0,1,0.5,123,123,-0.01053,-0.04707,0.3333,-0.224,-0.02217,-0.06901,0.3252,-0.321,-0.02208,-0.09465,0.3415,-0.233
0.1,-1.0,0.55,0,1,none,187,187,0.00232,-0.0361,0.5027,0.064,-0.00705,-0.05514,0.4225,-0.128,-0.01985,-0.08441,0.3904,-0.235
0.1,-1.0,0.55,0,1,0.7,124,124,-0.00211,-0.0361,0.4919,-0.058,-0.00753,-0.05584,0.4435,-0.135,-0.01952,-0.08324,0.4113,-0.235
0.2,-0.5,0.55,0,1,0.7,166,166,-0.007,-0.04147,0.4578,-0.169,-0.01096,-0.05831,0.4036,-0.188,-0.02125,-0.08887,0.4096,-0.239
0.2,none,0.55,0,1,0.5,272,272,-0.00726,-0.0472,0.4007,-0.154,-0.01305,-0.06714,0.3824,-0.194,-0.02441,-0.09935,0.3603,-0.246
0.1,none,0.55,0,1,0.5,190,190,-0.00973,-0.04806,0.3684,-0.202,-0.01947,-0.06859,0.3421,-0.284,-0.02335,-0.09511,0.3474,-0.246
0.15,none,0.55,0,1,0.5,232,232,-0.00823,-0.04798,0.3793,-0.171,-0.01341,-0.06738,0.3879,-0.199,-0.02413,-0.09622,0.3621,-0.251
0.15,-1.5,0.55,0,1,0.7,225,225,-0.00744,-0.04137,0.44,-0.18,-0.01141,-0.05892,0.3867,-0.194,-0.02191,-0.0866,0.4,-0.253
0.15,-1.0,0.55,0,1,0.7,174,174,-0.00754,-0.04128,0.454,-0.183,-0.01285,-0.0593,0.4023,-0.217,-0.02308,-0.08934,0.4138,-0.258
0.2,-0.5,0.55,0,1,0.5,71,71,-0.012,-0.04503,0.4225,-0.267,-0.01724,-0.05991,0.3662,-0.288,-0.02193,-0.08426,0.3803,-0.26
0.1,-0.5,0.55,0,1,0.5,38,38,-0.00557,-0.04052,0.4737,-0.138,-0.00985,-0.05745,0.3947,-0.171,-0.02253,-0.08592,0.3947,-0.262
0.1,-0.5,0.45,0,0,none,55,55,0.00766,-0.0286,0.5273,0.268,-0.00933,-0.04944,0.4909,-0.189,-0.01934,-0.07347,0.3818,-0.263
0.25,-0.5,0.45,0,1,0.5,32,32,0.0051,-0.03147,0.4375,0.162,-0.00756,-0.04981,0.3438,-0.152,-0.01834,-0.06821,0.3125,-0.269
0.1,-0.5,0.55,0,1,0.7,92,92,-0.0019,-0.03472,0.4891,-0.055,-0.00982,-0.05404,0.4348,-0.182,-0.02313,-0.085,0.3913,-0.272
0.25,none,0.55,1,0,none,20,20,0.00234,-0.02732,0.35,0.086,-0.00251,-0.03925,0.4,-0.064,-0.01947,-0.07091,0.4,-0.275
0.25,none,0.65,1,1,0.7,26,26,-3e-05,-0.03957,0.3846,-0.001,-0.01156,-0.05415,0.3846,-0.213,-0.02724,-0.0854,0.3077,-0.319
0.25,-0.5,0.65,1,0,0.7,29,29,-0.00736,-0.0393,0.2759,-0.187,-0.02382,-0.05952,0.3103,-0.4,-0.02869,-0.08957,0.2759,-0.32
0.25,-1.5,0.65,1,0,0.5,20,20,-0.00856,-0.03415,0.3,-0.251,-0.02434,-0.05728,0.35,-0.425,-0.02758,-0.08435,0.3,-0.327
0.25,none,0.65,1,0,0.5,21,21,-0.00854,-0.03466,0.2857,-0.246,-0.0248,-0.05668,0.3333,-0.438,-0.02795,-0.08376,0.2857,-0.334
0.25,-1.5,0.65,1,1,0.7,22,22,-0.00701,-0.0416,0.3182,-0.169,-0.01548,-0.0572,0.3636,-0.271,-0.0301,-0.08869,0.2727,-0.339
0.1,-0.5,0.45,0,0,0.7,43,43,0.00977,-0.02739,0.5581,0.357,-0.01313,-0.04991,0.5116,-0.263,-0.02726,-0.07851,0.3023,-0.347
0.25,-1.0,0.65,1,0,0.7,30,30,-0.00685,-0.03828,0.3,-0.179,-0.02272,-0.05783,0.3333,-0.393,-0.03182,-0.09151,0.2667,-0.348
0.25,none,0.65,1,0,0.7,38,38,-0.0052,-0.03767,0.3158,-0.138,-0.01979,-0.05599,0.3421,-0.354,-0.03167,-0.08924,0.2895,-0.355
0.25,-1.5,0.65,1,0,0.7,34,34,-0.01033,-0.03876,0.2647,-0.267,-0.0233,-0.05818,0.3235,-0.4,-0.03404,-0.09182,0.2647,-0.371
0.1,-0.5,0.45,0,0,0.5,27,27,0.00891,-0.03014,0.5185,0.295,-0.01964,-0.05386,0.4815,-0.365,-0.03619,-0.0783,0.2593,-0.462
